id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
1,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",20-03-2019 06:00:00,PM2.5,25,54,41,NA
2,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",20-03-2019 06:00:00,PM10,32,63,50,NA
3,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",20-03-2019 06:00:00,NO2,5,23,10,NA
4,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",20-03-2019 06:00:00,NH3,1,3,2,NA
5,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",20-03-2019 06:00:00,SO2,4,15,11,NA
6,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",20-03-2019 06:00:00,CO,17,120,33,NA
7,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",20-03-2019 06:00:00,OZONE,13,110,46,NA
8,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",20-03-2019 06:00:00,PM2.5,29,47,37,NA
9,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",20-03-2019 06:00:00,PM10,45,76,54,NA
10,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",20-03-2019 06:00:00,NO2,6,43,16,NA
11,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",20-03-2019 06:00:00,NH3,3,5,4,NA
12,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",20-03-2019 06:00:00,SO2,5,10,7,NA
13,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",20-03-2019 06:00:00,CO,32,121,45,NA
14,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",20-03-2019 06:00:00,OZONE,17,67,61,NA
15,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",20-03-2019 06:00:00,PM2.5,NA,NA,NA,NA
16,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",20-03-2019 06:00:00,PM10,NA,NA,NA,NA
17,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",20-03-2019 06:00:00,NO2,NA,NA,NA,NA
18,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",20-03-2019 06:00:00,NH3,NA,NA,NA,NA
19,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",20-03-2019 06:00:00,SO2,NA,NA,NA,NA
20,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",20-03-2019 06:00:00,CO,21,29,24,NA
21,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",20-03-2019 06:00:00,OZONE,65,113,90,NA
22,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",20-03-2019 06:00:00,PM2.5,27,82,42,NA
23,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",20-03-2019 06:00:00,PM10,34,92,60,NA
24,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",20-03-2019 06:00:00,NO2,7,12,9,NA
25,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",20-03-2019 06:00:00,NH3,1,2,1,NA
26,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",20-03-2019 06:00:00,SO2,5,12,8,NA
27,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",20-03-2019 06:00:00,PM2.5,28,76,45,NA
28,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",20-03-2019 06:00:00,PM10,54,103,71,NA
29,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",20-03-2019 06:00:00,NO2,18,62,38,NA
30,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",20-03-2019 06:00:00,NH3,1,4,2,NA
31,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",20-03-2019 06:00:00,SO2,5,40,11,NA
32,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",20-03-2019 06:00:00,CO,23,48,31,NA
33,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",20-03-2019 06:00:00,OZONE,5,35,28,NA
34,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB",20-03-2019 06:00:00,PM2.5,66,187,106,NA
35,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB",20-03-2019 06:00:00,PM10,62,117,82,NA
36,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB",20-03-2019 06:00:00,NO2,8,43,14,NA
37,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB",20-03-2019 06:00:00,NH3,5,6,6,NA
38,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB",20-03-2019 06:00:00,SO2,22,48,27,NA
39,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB",20-03-2019 06:00:00,CO,20,51,26,NA
40,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB",20-03-2019 06:00:00,OZONE,14,102,71,NA
41,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",20-03-2019 06:00:00,PM2.5,32,376,218,NA
42,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",20-03-2019 06:00:00,NO2,12,112,77,NA
43,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",20-03-2019 06:00:00,SO2,9,18,13,NA
44,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",20-03-2019 06:00:00,CO,23,105,74,NA
45,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",20-03-2019 06:00:00,OZONE,11,23,17,NA
46,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",20-03-2019 06:00:00,PM2.5,51,348,224,NA
47,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",20-03-2019 06:00:00,NO2,4,110,88,NA
48,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",20-03-2019 06:00:00,SO2,1,39,23,NA
49,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",20-03-2019 06:00:00,CO,9,106,62,NA
50,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",20-03-2019 06:00:00,OZONE,31,248,190,NA
51,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",20-03-2019 06:00:00,PM2.5,25,314,223,NA
52,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",20-03-2019 06:00:00,NO2,13,249,136,NA
53,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",20-03-2019 06:00:00,SO2,53,101,60,NA
54,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",20-03-2019 06:00:00,CO,2,123,47,NA
55,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",20-03-2019 06:00:00,OZONE,4,148,91,NA
56,India,Delhi,Delhi,"Alipur, Delhi - DPCC",20-03-2019 06:00:00,PM2.5,52,384,237,NA
57,India,Delhi,Delhi,"Alipur, Delhi - DPCC",20-03-2019 06:00:00,PM10,111,370,220,NA
58,India,Delhi,Delhi,"Alipur, Delhi - DPCC",20-03-2019 06:00:00,NO2,56,124,99,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",20-03-2019 06:00:00,NH3,3,7,5,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",20-03-2019 06:00:00,SO2,27,87,48,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",20-03-2019 06:00:00,CO,15,90,23,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",20-03-2019 06:00:00,OZONE,2,101,79,NA
63,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",20-03-2019 06:00:00,PM2.5,62,348,289,NA
64,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",20-03-2019 06:00:00,PM10,149,423,247,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",20-03-2019 06:00:00,NO2,80,140,105,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",20-03-2019 06:00:00,NH3,7,13,10,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",20-03-2019 06:00:00,SO2,14,46,26,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",20-03-2019 06:00:00,CO,70,135,105,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",20-03-2019 06:00:00,OZONE,4,51,37,NA
70,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2019 06:00:00,PM2.5,47,325,193,NA
71,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2019 06:00:00,PM10,132,308,188,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2019 06:00:00,NO2,26,120,77,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2019 06:00:00,NH3,5,9,7,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2019 06:00:00,SO2,14,67,27,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2019 06:00:00,CO,30,123,40,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",20-03-2019 06:00:00,OZONE,1,146,100,NA
77,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",20-03-2019 06:00:00,PM2.5,16,234,118,NA
78,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",20-03-2019 06:00:00,PM10,93,211,148,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",20-03-2019 06:00:00,NO2,10,57,30,NA
80,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",20-03-2019 06:00:00,CO,10,26,15,NA
81,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",20-03-2019 06:00:00,OZONE,26,48,39,NA
82,India,Delhi,Delhi,"Bawana, Delhi - DPCC",20-03-2019 06:00:00,PM2.5,58,472,222,NA
83,India,Delhi,Delhi,"Bawana, Delhi - DPCC",20-03-2019 06:00:00,NO2,6,94,55,NA
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",20-03-2019 06:00:00,NH3,7,10,8,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",20-03-2019 06:00:00,SO2,15,41,24,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",20-03-2019 06:00:00,CO,12,124,24,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",20-03-2019 06:00:00,OZONE,3,141,100,NA
88,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",20-03-2019 06:00:00,PM2.5,64,408,212,NA
89,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",20-03-2019 06:00:00,PM10,108,416,175,NA
90,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",20-03-2019 06:00:00,NO2,19,125,69,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",20-03-2019 06:00:00,CO,2,94,7,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",20-03-2019 06:00:00,OZONE,62,146,77,NA
93,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",20-03-2019 06:00:00,PM2.5,85,294,167,NA
94,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",20-03-2019 06:00:00,PM10,127,197,154,NA
95,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",20-03-2019 06:00:00,NO2,22,29,26,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",20-03-2019 06:00:00,CO,6,103,34,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",20-03-2019 06:00:00,OZONE,22,36,29,NA
98,India,Delhi,Delhi,"DTU, Delhi - CPCB",20-03-2019 06:00:00,PM2.5,65,408,192,NA
99,India,Delhi,Delhi,"DTU, Delhi - CPCB",20-03-2019 06:00:00,PM10,128,436,224,NA
100,India,Delhi,Delhi,"DTU, Delhi - CPCB",20-03-2019 06:00:00,NO2,26,76,49,NA
101,India,Delhi,Delhi,"DTU, Delhi - CPCB",20-03-2019 06:00:00,NH3,6,15,9,NA
102,India,Delhi,Delhi,"DTU, Delhi - CPCB",20-03-2019 06:00:00,SO2,12,27,15,NA
103,India,Delhi,Delhi,"DTU, Delhi - CPCB",20-03-2019 06:00:00,CO,22,124,48,NA
104,India,Delhi,Delhi,"DTU, Delhi - CPCB",20-03-2019 06:00:00,OZONE,2,90,71,NA
105,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",20-03-2019 06:00:00,PM2.5,28,329,185,NA
106,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",20-03-2019 06:00:00,PM10,101,268,172,NA
